page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
672,"Food Serving Zinc (mg) Percent Daily Value Oysters 3 oz. 74 493 Beef, chuck roast 3 oz. 7 47 Crab 3 oz. 6.5 43 Lobster 3 oz. 3.4 23 Pork loin 3 oz. 2.9 19 Baked beans ½ c. 2.9 19 Yogurt, low fat 8 oz. 1.7 11 Oatmeal, instant 1 packet 1.1 7 Almonds 1 oz. 0.9 6 Fact Sheet for Health Professionals: Zinc. National Institute of Health, Office of Dietary Supplements.https:/ /ods.od.nih.gov/ factsheets/Zinc-HealthProfessional/. Updated February 11, 2016.",451,79,112.75
672,"Accessed November 10, 2017. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly Zinc | 673",471,67,117.75
673,recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=386   674 | Zinc,288,44,72.0
674,"Selenium UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Selenium is a cofactor of enzymes that release active thyroid hormone in cells and therefore low levels can cause similar signs and symptoms as iodine deficiency. The other important function of selenium is as an antioxidant. Selenium Functions and Health Benefits Around twenty-five known proteins require selenium to function. Some are enzymes involved in detoxifying free radicals and include glutathione peroxidases and thioredoxin reductase. As an integral functioning part of these enzymes, selenium aids in the regeneration of glutathione and oxidized vitamin C. Selenium as part of glutathione peroxidase also protects lipids from free radicals, and, in doing so, spares vitamin E. This is just one example of how antioxidants work together to protect the body against free- radical induced damage. Other functions of selenium-containing proteins include protecting endothelial cells that line tissues, converting the inactive thyroid hormone to the active form in cells, and mediating inflammatory and immune system responses. Observational studies have demonstrated that selenium deficiency is linked to an increased risk of cancer. A review of forty- nine observational studies published in the May 2011 issue of the Cochrane Database of Systematic Reviews concluded that higher selenium exposure reduces overall cancer incidence by about 34 percent in men and 10 percent in women, but notes these studies had several limitations, including data quality, bias, and large Selenium | 675",1605,238,401.25
675,"differences among different studies.1 Additionally, this review states that there is no convincing evidence from six clinical trials that selenium supplements reduce cancer risk. Because of its role as a lipid protector, selenium has been suspected to prevent cardiovascular disease. In some observational studies, low levels of selenium are associated with a decreased risk of cardiovascular disease. However, other studies have not always confirmed this association and clinical trials are lacking. Figure 11.4 Selenium’s Role in Detoxifying Free Radicals 1. Dennert G, Zwahlen M, et al. (2011). Selenium for Preventing Cancer. Cochrane Database of Systematic Reviews,5.http:/ /www.ncbi.nlm.nih.gov/pubmed/ 21563143.",718,97,179.5
676,Image by Allison Calabrese / CC BY 4.0 Dietary Reference Intakes for Selenium The IOM has set the RDAs for selenium based on the amount required to maximize the activity of glutathione peroxidases found in blood plasma. The RDAs for different age groups are listed in Table 11.6 “Dietary Reference Intakes for Selenium”. Table 11.6 Dietary Reference Intakes for Selenium Selenium | 677,385,63,96.25
677,"Age Group RDA Males and Females mcg/day UL Infants (0–6 months) 15* 45 Infants (7–12 months) 20* 65 Children (1–3 years) 20 90 Children (4–8 years) 30 150 Children (9–13 years) 40 280 Adolescents (14–18 years) 55 400 Adults (> 19 years) 55 400 *denotes Adequate Intake Selenium at doses several thousand times the RDA can cause acute toxicity, and when ingested in gram quantities can be fatal. Chronic exposure to foods grown in soils containing high levels of selenium (significantly above the UL) can cause brittle hair and nails, gastrointestinal discomfort, skin rashes, halitosis, fatigue, and irritability. The IOM has set the UL for selenium for adults at 400 micrograms per day. Dietary Sources of Selenium Organ meats, muscle meats, and seafood have the highest selenium content. Plants do not require selenium, so the selenium content in fruits and vegetables is usually low. Animals fed grains from selenium-rich soils do contain some selenium. Grains and some nuts contain selenium when grown in selenium-containing soils. See Table 11.7  “Selenium Contents of Various Foods” for the selenium content of various foods. Table 11.7 Selenium Contents of Various Foods 678 | Selenium",1192,190,298.0
678,"Food Serving Selenium (mcg) Percent Daily Value Brazil nuts 1 oz. 544 777 Shrimp 3 oz. 34 49 Crab meat 3 oz. 41 59 Ricotta cheese 1 c. 41 59 Salmon 3 oz. 40 57 Pork 3 oz. 35 50 Ground beef 3 oz. 18 26 Round steak 3 oz. 28.5 41 Beef liver 3 oz. 28 40 Chicken 3 oz. 13 19 Whole-wheat bread 2 slices 23 33 Couscous 1 c. 43 61 Barley, cooked 1 c. 13.5 19 Milk, low-fat 1 c. 8 11 Walnuts, black 1 oz.",395,90,98.75
678,"5 7 Source: US Department of Agriculture, Agricultural Research Service.2010. USDA National Nutrient Database for Standard Reference, Release 23.http:/ /www.ars.usda.gov/ba/bhnrc/ndl. Learning Activities   Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook Selenium | 679",320,40,80.0
679,"features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=389   680 | Selenium",605,88,151.25
680,"Iodine UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Recall the discovery of iodine and its use as a means of preventing goiter, a gross enlargement of the thyroid gland in the neck. Iodine is essential for the synthesis of thyroid hormone, which regulates basal metabolism, growth, and development. Low iodine levels and consequently hypothyroidism has many signs and symptoms including fatigue, sensitivity to cold, constipation, weight gain, depression, and dry, itchy skin and paleness. The development of goiter may often be the most visible sign of chronic iodine deficiency, but the consequences of low levels of thyroid hormone can be severe during infancy, childhood, and adolescence as it affects all stages of growth and development. Thyroid hormone plays a major role in brain development and growth and fetuses and infants with severe iodine deficiency develop a condition known as cretinism, in which physical and neurological impairment can be severe. The World Health Organization (WHO) estimates iodine deficiency affects over two billion people worldwide and it is the number-one cause of preventable brain damage worldwide.1 Figure 11.5 Deaths Due to Iodine Deficiency Worldwide in 2012 1. World Health Organization. “Iodine Status Worldwide.” Accessed October 2, 2011.http:/ /whqlibdoc.who.int/ publications/2004/9241592001.pdf.",1402,204,350.5
681,"Image by Chris55 / CC BY 4.0   A large goiter by Dr. J. S. Bhandari, India / CC BY-SA 3.0 Figure 11.6 Iodine Deficiency: Goiter Dietary Reference Intakes for Iodine Table 11.8 Dietary Reference Intakes for Iodine 682 | Iodine",225,40,56.25
682,"Age Group RDA Males and Females mcg/day UL Infants (0–6 months) 110* Infants (7–12 months) 130* Children (1–3 years) 90 200 Children (4–8 years) 120 300 Children (9–13 years) 150 600 Adolescents (14–18 years) 150 900 Adults (> 19 years) 150 1,100 *denotes Adequate Intake Health Professional Fact Sheet: Iodine. National Institute of Health, Office of Dietary Supplements.https:/ /ods.od.nih.gov/factsheets/ Iodine-HealthProfessional/. Updated June 24, 2011. Accessed November 10, 2017. Dietary Sources of Iodine The mineral content of foods is greatly affected by the soil from which it grew, and thus geographic location is the primary determinant of the mineral content of foods. For instance, iodine comes mostly from seawater so the greater the distance from the sea the lesser the iodine content in the soil. Table 11.9 Iodine Content of Various Foods Iodine | 683",870,134,217.5
683,"Food Serving Iodine (mcg) Percent Daily Value Seaweed 1 g. 16 to 2,984 11 to 1,989 Cod fish 3 oz. 99 66 Yogurt, low fat 8 oz. 75 50 Iodized salt 1.5 g. 71 47 Milk, reduced fat 8 oz. 56 37 Ice cream, chocolate ½ c. 30 20 Egg 1 large 24 16 Tuna, canned 3 oz. 17 11 Prunes, dried 5 prunes 13 9 Banana 1 medium 3 2 Health Professional Fact Sheet: Iodine. National Institute of Health, Office of Dietary Supplements.https:/ /ods.od.nih.gov/factsheets/ Iodine-HealthProfessional/. Updated June 24, 2011. Accessed November 10, 2017. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document).",842,136,210.5
